"symbol"	"ensembl"	"cluster"
"508"	"ALKBH3"	"ENSG00000166199.8"	13
"509"	"GPR61"	"ENSG00000156097.8"	12
"510"	"ZNF23"	"ENSG00000167377.12"	3
"511"	"SERAC1"	"ENSG00000122335.8"	22
"512"	"METTL3"	"ENSG00000165819.6"	106
"513"	"C2orf76"	"ENSG00000186132.10"	107
"514"	"SORBS3"	"ENSG00000120896.9"	108
"515"	"CCL5"	"ENSG00000161570.4"	4
"516"	"ECM1"	"ENSG00000143369.10"	22
"517"	"TUBA1C"	"ENSG00000167553.10"	115
"518"	"SCYL2"	"ENSG00000136021.13"	118
"519"	"C6orf130"	"ENSG00000124596.12"	122
"520"	"AAED1"	"ENSG00000158122.7"	115
"521"	"LY86"	"ENSG00000112799.3"	116
"522"	"RPF1"	"ENSG00000117133.6"	117
"523"	"RN7SL1"	"ENSG00000258486.1"	117
"524"	"COG3"	"ENSG00000136152.10"	122
"525"	"SPNS1"	"ENSG00000169682.13"	1
"526"	"SMARCD2"	"ENSG00000108604.11"	2
"527"	"NRN1"	"ENSG00000124785.4"	12
"528"	"SLC14A1"	"ENSG00000141469.11"	108
"529"	"PBLD"	"ENSG00000108187.9"	106
"530"	"RXRA"	"ENSG00000186350.8"	108
"531"	"PLCB2"	"ENSG00000137841.7"	2
"532"	"NFASC"	"ENSG00000163531.11"	110
"533"	"APEX2"	"ENSG00000169188.4"	4
"534"	"RFX4"	"ENSG00000111783.8"	108
"535"	"UBXN7"	"ENSG00000163960.7"	6
"536"	"TMEM214"	"ENSG00000119777.14"	6
"537"	"FAM203A"	"ENSG00000235173.2"	2
"538"	"ZBTB33"	"ENSG00000177485.6"	117
"539"	"POMT1"	"ENSG00000130714.11"	4
"540"	"CCDC85A"	"ENSG00000055813.4"	21
"541"	"MAP3K3"	"ENSG00000198909.3"	5
"542"	"ZNF510"	"ENSG00000081386.8"	126
"543"	"PTPRD"	"ENSG00000153707.10"	125
"544"	"ATXN2"	"ENSG00000204842.8"	121
"545"	"ATP1B3"	"ENSG00000069849.6"	17
"546"	"FAM92A1"	"ENSG00000188343.8"	131
"547"	"MOB1A"	"ENSG00000114978.12"	117
"548"	"RBM4"	"ENSG00000173933.14"	45
"549"	"DYM"	"ENSG00000141627.9"	17
"550"	"KIAA2026"	"ENSG00000183354.7"	9
"551"	"ZC3H4"	"ENSG00000130749.4"	7
"552"	"LINC00299"	"ENSG00000236790.1"	108
"553"	"LEPREL2"	"ENSG00000110811.13"	4
"554"	"ZFP28"	"ENSG00000196867.2"	176
"555"	"UBE2V1"	"ENSG00000244687.6"	122
"556"	"MCL1"	"ENSG00000143384.8"	115
"557"	"RPS4X"	"ENSG00000198034.6"	113
"558"	"MUC1"	"ENSG00000185499.11"	5
"559"	"TNRC6B"	"ENSG00000100354.15"	9
"560"	"FAM184A"	"ENSG00000111879.14"	106
"561"	"COPG2"	"ENSG00000158623.10"	2
"562"	"FAM18B1"	"ENSG00000171928.9"	123
"563"	"TRIM56"	"ENSG00000169871.8"	114
"564"	"P2RY12"	"ENSG00000169313.9"	123
"565"	"SPTSSA"	"ENSG00000165389.6"	113
"566"	"EIF2C4"	"ENSG00000134698.10"	106
"567"	"RASSF2"	"ENSG00000101265.10"	110
"568"	"RP11-670E13.2"	"ENSG00000262951.1"	8
"569"	"SAAL1"	"ENSG00000166788.5"	8
"570"	"GOLGA6L5"	"ENSG00000230373.4"	2
"571"	"CMC1"	"ENSG00000187118.8"	117
"572"	"HSF4"	"ENSG00000102878.10"	6
"573"	"CARHSP1"	"ENSG00000153048.6"	109
"574"	"GNL3"	"ENSG00000163938.12"	233
"575"	"METTL1"	"ENSG00000037897.12"	12
"576"	"SACM1L"	"ENSG00000211456.5"	125
"577"	"CA4"	"ENSG00000167434.5"	12
"578"	"AGPAT3"	"ENSG00000160216.13"	121
"579"	"RP11-649A18.7"	"ENSG00000265242.1"	4
"580"	"TSN"	"ENSG00000211460.7"	123
"581"	"XXYLT1"	"ENSG00000173950.11"	13
"582"	"ANKRD20A2"	"ENSG00000183148.4"	10
"583"	"CHP1"	"ENSG00000187446.7"	126
"584"	"RNASEH2B"	"ENSG00000136104.11"	14
"585"	"KLF16"	"ENSG00000129911.4"	4
"586"	"DYRK1B"	"ENSG00000105204.8"	1
"587"	"ARHGAP22"	"ENSG00000128805.9"	5
"588"	"TSPAN3"	"ENSG00000140391.10"	107
"589"	"NLRP1"	"ENSG00000091592.10"	12
"590"	"ADNP2"	"ENSG00000101544.4"	118
"591"	"CEP41"	"ENSG00000106477.12"	23
"592"	"TOR1AIP2"	"ENSG00000169905.7"	1
"593"	"PARP16"	"ENSG00000138617.10"	6
"594"	"PSMB7"	"ENSG00000136930.8"	14
"595"	"AC092143.1"	"ENSG00000256390.1"	6
"596"	"SLC37A3"	"ENSG00000157800.13"	13
"597"	"SIRT4"	"ENSG00000089163.4"	17
"598"	"SRRD"	"ENSG00000100104.7"	119
"599"	"MAPRE1"	"ENSG00000101367.8"	113
"600"	"KIF5A"	"ENSG00000155980.6"	111
"601"	"ALG1"	"ENSG00000033011.7"	1
"602"	"FUT8"	"ENSG00000033170.12"	1
"603"	"WNT10B"	"ENSG00000169884.9"	12
"604"	"PKIG"	"ENSG00000168734.9"	1
"605"	"SLC25A5"	"ENSG00000005022.5"	123
"606"	"KHDRBS3"	"ENSG00000131773.9"	22
"607"	"NDUFA12"	"ENSG00000184752.8"	126
"608"	"MAZ"	"ENSG00000103495.9"	4
"609"	"BSN"	"ENSG00000164061.4"	16
"610"	"CYS1"	"ENSG00000205795.4"	106
"611"	"FAM84A"	"ENSG00000162981.12"	23
"612"	"FAM95B1"	"ENSG00000223839.3"	16
"613"	"KLHL9"	"ENSG00000198642.5"	118
"614"	"LRRC1"	"ENSG00000137269.9"	110
"615"	"ASAP3"	"ENSG00000088280.12"	115
"616"	"MLL5"	"ENSG00000005483.14"	9
"617"	"ATP8B2"	"ENSG00000143515.12"	119
"618"	"KIAA1614"	"ENSG00000135835.6"	18
"619"	"FAM134C"	"ENSG00000141699.6"	1
"620"	"TRIM24"	"ENSG00000122779.11"	10
"621"	"KCNA5"	"ENSG00000130037.3"	17
"622"	"AL953854.2"	"ENSG00000236029.3"	3
"623"	"RP11-304M2.2"	"ENSG00000230724.3"	122
"624"	"CEP44"	"ENSG00000164118.8"	121
"625"	"CSDC2"	"ENSG00000172346.9"	19
"626"	"RIN2"	"ENSG00000132669.8"	107
"627"	"RAB24"	"ENSG00000169228.9"	17
"628"	"CHMP1A"	"ENSG00000131165.10"	4
"629"	"EIF3J"	"ENSG00000104131.8"	9
"630"	"LTK"	"ENSG00000062524.11"	16
"631"	"GANAB"	"ENSG00000089597.11"	123
"632"	"PPP1R12A"	"ENSG00000058272.11"	10
"633"	"GSTM1"	"ENSG00000134184.7"	106
"634"	"FAM5C"	"ENSG00000162670.7"	118
"635"	"ARNTL"	"ENSG00000133794.13"	117
"636"	"SRRM2"	"ENSG00000167978.11"	5
"637"	"DGKE"	"ENSG00000153933.5"	12
"638"	"BNIP3"	"ENSG00000176171.7"	123
"639"	"LGALS8"	"ENSG00000116977.14"	22
"640"	"IFITM1"	"ENSG00000185885.11"	116
"641"	"IRF2BPL"	"ENSG00000119669.3"	117
"642"	"PAK3"	"ENSG00000077264.9"	12
"643"	"TMEM182"	"ENSG00000170417.10"	8
"644"	"ATP6V1E1"	"ENSG00000131100.8"	14
"645"	"ZCCHC12"	"ENSG00000174460.3"	131
"646"	"FOXG1"	"ENSG00000176165.7"	119
"647"	"MRFAP1L1"	"ENSG00000178988.10"	126
"648"	"C12orf76"	"ENSG00000174456.7"	119
"649"	"SIRT6"	"ENSG00000077463.9"	4
"650"	"FGF11"	"ENSG00000161958.5"	114
"651"	"ARSG"	"ENSG00000141337.8"	13
"652"	"FKBP10"	"ENSG00000141756.13"	108
"653"	"CAMKK1"	"ENSG00000004660.10"	16
"654"	"PPP1CC"	"ENSG00000186298.7"	111
"655"	"C1QTNF4"	"ENSG00000172247.3"	16
"656"	"PLSCR1"	"ENSG00000188313.7"	115
"657"	"RP11-375B1.3"	"ENSG00000248859.1"	1
"658"	"RRP9"	"ENSG00000114767.6"	12
"659"	"CBX1"	"ENSG00000108468.10"	123
"660"	"SFMBT1"	"ENSG00000163935.8"	110
"661"	"ILF3"	"ENSG00000129351.13"	106
"662"	"WSCD2"	"ENSG00000075035.5"	16
"663"	"INPP4A"	"ENSG00000040933.10"	23
"664"	"CAMKK2"	"ENSG00000110931.13"	23
"665"	"MT1L"	"ENSG00000260549.1"	114
"666"	"SMAD6"	"ENSG00000137834.10"	113
"667"	"FAM115A"	"ENSG00000198420.5"	21
"668"	"CCDC43"	"ENSG00000180329.9"	168
"669"	"FAM73B"	"ENSG00000148343.14"	4
"670"	"FBXW11"	"ENSG00000072803.13"	118
"671"	"S100A6"	"ENSG00000197956.4"	5
"672"	"LIPE"	"ENSG00000079435.4"	2
"673"	"MAD2L1BP"	"ENSG00000124688.9"	233
"674"	"PCGF5"	"ENSG00000180628.10"	113
"675"	"PAFAH2"	"ENSG00000158006.8"	108
"676"	"RP11-439E19.3"	"ENSG00000227953.2"	1
"677"	"IL33"	"ENSG00000137033.7"	107
"678"	"IDNK"	"ENSG00000148057.11"	106
"679"	"C20orf112"	"ENSG00000197183.8"	17
"680"	"EMD"	"ENSG00000102119.6"	3
"681"	"ARHGDIG"	"ENSG00000242173.4"	18
"682"	"IQSEC3"	"ENSG00000120645.7"	8
"683"	"RP11-134G8.8"	"ENSG00000224818.1"	4
"684"	"SLC6A12"	"ENSG00000111181.8"	109
"685"	"LIAS"	"ENSG00000121897.9"	13
"686"	"CNTNAP1"	"ENSG00000108797.7"	23
"687"	"F11R"	"ENSG00000158769.11"	115
"688"	"DENND2A"	"ENSG00000146966.8"	109
"689"	"ANKRD20A1"	"ENSG00000196774.3"	10
"690"	"TJP2"	"ENSG00000119139.11"	113
"691"	"C16orf13"	"ENSG00000130731.11"	4
"692"	"UTP18"	"ENSG00000011260.9"	126
"693"	"NTMT1"	"ENSG00000148335.8"	233
"694"	"FUS"	"ENSG00000089280.14"	2
"695"	"KIRREL3"	"ENSG00000149571.6"	12
"696"	"EXTL1"	"ENSG00000158008.5"	16
"697"	"MS4A7"	"ENSG00000166927.7"	116
"698"	"IFITM2"	"ENSG00000185201.11"	115
"699"	"SLC24A6"	"ENSG00000089060.7"	2
"700"	"AL590867.1"	"ENSG00000213121.2"	8
"701"	"POLR3GL"	"ENSG00000121851.8"	109
"702"	"FAIM"	"ENSG00000158234.8"	106
"703"	"DEGS1"	"ENSG00000143753.8"	118
"704"	"ZNF329"	"ENSG00000181894.9"	126
"705"	"PRR3"	"ENSG00000204576.7"	12
"706"	"TMCO6"	"ENSG00000113119.8"	2
"707"	"CDAN1"	"ENSG00000140326.8"	4
"708"	"ODF2L"	"ENSG00000122417.10"	1
"709"	"LANCL2"	"ENSG00000132434.5"	128
"710"	"SERF2"	"ENSG00000140264.14"	5
"711"	"DLGAP3"	"ENSG00000116544.7"	16
"712"	"RP11-719K4.1"	"ENSG00000224712.5"	8
"713"	"AC007347.1"	"ENSG00000214696.3"	1
"714"	"ABHD16A"	"ENSG00000204427.7"	17
"715"	"ORAI1"	"ENSG00000182500.7"	114
"716"	"TEFM"	"ENSG00000172171.6"	108
"717"	"KLF13"	"ENSG00000169926.5"	8
"718"	"ASB2"	"ENSG00000100628.7"	19
"719"	"PIK3R3"	"ENSG00000117461.10"	130
"720"	"KSR2"	"ENSG00000171435.8"	16
"721"	"TCF7L1"	"ENSG00000152284.4"	109
"722"	"EPB41L2"	"ENSG00000079819.11"	130
"723"	"FHIT"	"ENSG00000189283.5"	14
"724"	"HERC2P8"	"ENSG00000261599.1"	1
"725"	"RAB3GAP2"	"ENSG00000118873.10"	21
"726"	"IER5"	"ENSG00000162783.8"	17
"727"	"RP11-534G20.3"	"ENSG00000224597.3"	117
"728"	"TRIM35"	"ENSG00000104228.8"	125
"729"	"CSF1R"	"ENSG00000182578.9"	116
"730"	"AP001816.1"	"ENSG00000254531.1"	14
"731"	"ST6GALNAC6"	"ENSG00000160408.9"	8
"732"	"TBP"	"ENSG00000112592.7"	13
"733"	"PTPN18"	"ENSG00000072135.7"	2
"734"	"ENTHD2"	"ENSG00000167302.5"	6
"735"	"KRBA1"	"ENSG00000133619.13"	1
"736"	"PLXNB1"	"ENSG00000164050.8"	109
"737"	"FAM188A"	"ENSG00000148481.8"	14
"738"	"CD55"	"ENSG00000196352.9"	113
"739"	"SMOC1"	"ENSG00000198732.6"	109
"740"	"CTC-435M10.3"	"ENSG00000255730.1"	4
"741"	"TRNT1"	"ENSG00000072756.12"	126
"742"	"CUL1"	"ENSG00000055130.10"	126
"743"	"C11orf93"	"ENSG00000214290.3"	106
"744"	"AL162497.1"	"ENSG00000255813.1"	10
"745"	"SIRT2"	"ENSG00000068903.15"	110
"746"	"NHLRC3"	"ENSG00000188811.7"	106
"747"	"TOR1A"	"ENSG00000136827.10"	132
"748"	"ITIH5"	"ENSG00000123243.10"	112
"749"	"PCDHB14"	"ENSG00000120327.4"	119
"750"	"LGI3"	"ENSG00000168481.4"	16
"751"	"LPHN2"	"ENSG00000117114.14"	22
"752"	"CELF5"	"ENSG00000161082.8"	19
"753"	"PHC2"	"ENSG00000134686.12"	5
"754"	"Metazoa_SRP"	"ENSG00000265945.1"	4
"755"	"NAT14"	"ENSG00000090971.4"	4
"756"	"FAH"	"ENSG00000103876.7"	2
"757"	"OPALIN"	"ENSG00000197430.6"	106
"758"	"HERC1"	"ENSG00000103657.9"	125
"759"	"DNLZ"	"ENSG00000213221.4"	4
"760"	"SLC35E2"	"ENSG00000215790.2"	119
"761"	"PIGX"	"ENSG00000163964.9"	9
"762"	"KLK6"	"ENSG00000167755.8"	110
"763"	"TAC1"	"ENSG00000006128.7"	14
"764"	"SEPT8"	"ENSG00000164402.9"	110
"765"	"COTL1"	"ENSG00000103187.5"	116
"766"	"MMAB"	"ENSG00000139428.5"	2
"767"	"TAF3"	"ENSG00000165632.7"	6
"768"	"COMMD8"	"ENSG00000169019.9"	125
"769"	"ENTPD3"	"ENSG00000168032.4"	22
"770"	"OPA3"	"ENSG00000125741.4"	18
"771"	"CPEB2"	"ENSG00000137449.11"	121
"772"	"RP11-296I10.6"	"ENSG00000261556.3"	6
"773"	"CHMP6"	"ENSG00000176108.5"	2
"774"	"ASB1"	"ENSG00000065802.7"	4
"775"	"TMEM177"	"ENSG00000144120.8"	138
"776"	"RP11-566E18.3"	"ENSG00000260804.1"	12
"777"	"B3GAT1"	"ENSG00000109956.8"	119
"778"	"SMG6"	"ENSG00000070366.8"	5
"779"	"AL132709.5"	"ENSG00000225746.3"	4
"780"	"CCNE1"	"ENSG00000105173.9"	18
"781"	"C1QC"	"ENSG00000159189.7"	116
"782"	"TRABD2A"	"ENSG00000186854.6"	12
"783"	"ASIC1"	"ENSG00000110881.6"	119
"784"	"CD200"	"ENSG00000091972.13"	131
"785"	"TTC1"	"ENSG00000113312.5"	14
"786"	"MMP15"	"ENSG00000102996.4"	75
"787"	"IPO4"	"ENSG00000196497.11"	117
"788"	"QKI"	"ENSG00000112531.12"	111
"789"	"PTTG1"	"ENSG00000164611.8"	17
"790"	"UBE4A"	"ENSG00000110344.5"	118
"791"	"MRPS23"	"ENSG00000181610.8"	126
"792"	"RP13-942N8.1"	"ENSG00000256092.1"	2
"793"	"RPS27L"	"ENSG00000185088.8"	114
"794"	"JAM2"	"ENSG00000154721.9"	111
"795"	"PRKX"	"ENSG00000183943.5"	114
"796"	"RGPD5"	"ENSG00000015568.7"	234
"797"	"AMBRA1"	"ENSG00000110497.10"	18
"798"	"AP4B1"	"ENSG00000134262.8"	13
"799"	"TRIM46"	"ENSG00000163462.13"	12
"800"	"PRCC"	"ENSG00000143294.10"	4
"801"	"NONOP2"	"ENSG00000237522.1"	10
"802"	"CADPS2"	"ENSG00000081803.11"	187
"803"	"ATOX1"	"ENSG00000177556.7"	123
"804"	"CCDC124"	"ENSG00000007080.5"	18
"805"	"MEPE"	"ENSG00000152595.12"	14
"806"	"COPS3"	"ENSG00000141030.8"	131
"807"	"BX322557.10"	"ENSG00000215447.3"	10
"808"	"PRAM1"	"ENSG00000133246.6"	5
"809"	"TRAPPC2"	"ENSG00000196459.8"	17
"810"	"ENC1"	"ENSG00000171617.8"	23
"811"	"CROT"	"ENSG00000005469.7"	126
"812"	"FAM114A1"	"ENSG00000197712.7"	110
"813"	"TNFSF12"	"ENSG00000239697.6"	7
"814"	"CTDSPL"	"ENSG00000144677.10"	7
"815"	"VPS37D"	"ENSG00000176428.5"	4
"816"	"SNRPN"	"ENSG00000128739.16"	23
"817"	"MEAF6"	"ENSG00000163875.11"	127
"818"	"SLC16A9"	"ENSG00000165449.7"	108
"819"	"PIK3IP1"	"ENSG00000100100.8"	106
"820"	"PPRC1"	"ENSG00000148840.6"	14
"821"	"DYNC1I1"	"ENSG00000158560.10"	131
"822"	"MANEAL"	"ENSG00000185090.10"	12
"823"	"RASSF7"	"ENSG00000099849.10"	71
"824"	"TMEM63C"	"ENSG00000165548.6"	16
"825"	"ZCCHC7"	"ENSG00000147905.12"	9
"826"	"GYPC"	"ENSG00000136732.10"	116
"827"	"MED6"	"ENSG00000133997.7"	13
"828"	"RP11-400F19.6"	"ENSG00000266962.1"	13
"829"	"RUNDC1"	"ENSG00000198863.3"	19
"830"	"MED26"	"ENSG00000105085.5"	19
"831"	"ZNF268"	"ENSG00000090612.16"	257
"832"	"CDH4"	"ENSG00000179242.10"	2
"833"	"C22orf29"	"ENSG00000215012.4"	4
"834"	"SDHAP2"	"ENSG00000215837.6"	121
"835"	"RP11-159D12.9"	"ENSG00000264364.1"	118
"836"	"PRR14L"	"ENSG00000183530.9"	17
"837"	"7SK"	"ENSG00000252757.1"	6
"838"	"TRMT112"	"ENSG00000173113.2"	4
"839"	"ZC3HC1"	"ENSG00000091732.11"	14
"840"	"DAZAP2"	"ENSG00000183283.9"	107
"841"	"RDBP"	"ENSG00000204356.6"	106
"842"	"PCDH17"	"ENSG00000118946.7"	9
"843"	"BAI3"	"ENSG00000135298.8"	125
"844"	"FOXK1"	"ENSG00000164916.8"	119
"845"	"SP110"	"ENSG00000135899.11"	116
"846"	"COMMD4"	"ENSG00000140365.11"	2
"847"	"CNTFR"	"ENSG00000122756.10"	108
"848"	"RP11-685I11.1"	"ENSG00000261408.1"	114
"849"	"KCMF1"	"ENSG00000176407.12"	126
"850"	"HLA-DMA"	"ENSG00000204257.9"	116
"851"	"RNF44"	"ENSG00000146083.7"	119
"852"	"DDX56"	"ENSG00000136271.6"	8
"853"	"MPC1"	"ENSG00000060762.14"	123
"854"	"STX5"	"ENSG00000162236.7"	13
"855"	"F8A2"	"ENSG00000198444.4"	18
"856"	"VPS26A"	"ENSG00000122958.9"	118
"857"	"GNPDA1"	"ENSG00000113552.11"	17
"858"	"ZNF821"	"ENSG00000102984.10"	12
"859"	"THPO"	"ENSG00000090534.13"	12
"860"	"PARP14"	"ENSG00000173193.9"	113
"861"	"C16orf74"	"ENSG00000154102.5"	2
"862"	"ATP9B"	"ENSG00000166377.15"	3
"863"	"DDX1"	"ENSG00000079785.9"	126
"864"	"SNAPC3"	"ENSG00000164975.11"	118
"865"	"RNF145"	"ENSG00000145860.5"	118
"866"	"ITPR1"	"ENSG00000150995.13"	125
"867"	"PML"	"ENSG00000140464.15"	115
"868"	"NQO2"	"ENSG00000124588.14"	14
"869"	"DPP3"	"ENSG00000254986.3"	114
"870"	"CCDC113"	"ENSG00000103021.5"	127
"871"	"ASF1A"	"ENSG00000111875.6"	107
"872"	"SDC2"	"ENSG00000169439.6"	107
"873"	"CD248"	"ENSG00000174807.3"	106
"874"	"GCLC"	"ENSG00000001084.6"	107
"875"	"RUFY2"	"ENSG00000204130.6"	13
"876"	"ENHO"	"ENSG00000168913.6"	108
"877"	"DEM1"	"ENSG00000164002.7"	13
"878"	"PHGDH"	"ENSG00000092621.7"	108
"879"	"FGF17"	"ENSG00000158815.6"	6
"880"	"RP11-263K19.4"	"ENSG00000231064.1"	106
"881"	"CCDC74B"	"ENSG00000152076.13"	16
"882"	"FAM83H"	"ENSG00000180921.6"	12
"883"	"TNPO1"	"ENSG00000083312.11"	111
"884"	"C2orf18"	"ENSG00000213699.4"	5
"885"	"NFS1"	"ENSG00000244005.6"	122
"886"	"LRRC37B"	"ENSG00000185158.8"	6
"887"	"CRADD"	"ENSG00000169372.7"	120
"888"	"RP11-82L18.4"	"ENSG00000231632.1"	125
"889"	"AKAP17A"	"ENSG00000197976.6"	110
"890"	"RAP1GAP"	"ENSG00000076864.13"	19
"891"	"WNT7A"	"ENSG00000154764.5"	119
"892"	"EHMT1"	"ENSG00000181090.13"	109
"893"	"OIP5-AS1"	"ENSG00000247556.2"	195
"894"	"NUDT10"	"ENSG00000122824.6"	22
"895"	"IQCE"	"ENSG00000106012.12"	109
"896"	"FCHSD1"	"ENSG00000197948.5"	114
"897"	"ATR"	"ENSG00000175054.10"	3
"898"	"AARSD1"	"ENSG00000108825.12"	13
"899"	"TAOK1"	"ENSG00000160551.5"	121
"900"	"ATP2B4"	"ENSG00000058668.10"	117
"901"	"UHRF1BP1L"	"ENSG00000111647.8"	125
"902"	"ADAT1"	"ENSG00000065457.6"	125
"903"	"CSF2RA"	"ENSG00000198223.9"	5
"904"	"RAB3GAP1"	"ENSG00000115839.12"	125
"905"	"AC013461.1"	"ENSG00000091436.12"	114
"906"	"PPM1F"	"ENSG00000100034.9"	18
"907"	"NRSN2"	"ENSG00000125841.7"	13
"908"	"ALG5"	"ENSG00000120697.4"	106
"909"	"MOCS2"	"ENSG00000164172.14"	126
"910"	"EHBP1L1"	"ENSG00000173442.7"	5
"911"	"TUBA4A"	"ENSG00000127824.9"	14
"912"	"LRP1"	"ENSG00000123384.9"	107
"913"	"TTC37"	"ENSG00000198677.6"	121
"914"	"NUDC"	"ENSG00000090273.8"	17
"915"	"FAM98C"	"ENSG00000130244.8"	1
"916"	"ADAM17"	"ENSG00000151694.8"	122
"917"	"TACO1"	"ENSG00000136463.7"	18
"918"	"FRS3"	"ENSG00000137218.6"	12
"919"	"CDC37"	"ENSG00000105401.2"	14
"920"	"FAM162B"	"ENSG00000183807.6"	233
"921"	"PIGZ"	"ENSG00000119227.3"	13
"922"	"RP11-178D12.1"	"ENSG00000261652.2"	22
"923"	"ITSN2"	"ENSG00000198399.9"	9
"924"	"TMEM180"	"ENSG00000138111.8"	1
"925"	"N4BP2L1"	"ENSG00000139597.11"	10
"926"	"LAMP5"	"ENSG00000125869.4"	14
"927"	"RP5-1119A7.17"	"ENSG00000261675.1"	16
"928"	"CEP97"	"ENSG00000182504.6"	110
"929"	"VPS13C"	"ENSG00000129003.11"	8
"930"	"PRSS53"	"ENSG00000151006.7"	6
"931"	"HAT1"	"ENSG00000128708.8"	113
"932"	"SLC25A32"	"ENSG00000164933.6"	21
"933"	"ZHX3"	"ENSG00000174306.15"	108
"934"	"ATP11B"	"ENSG00000058063.10"	118
"935"	"CCT3"	"ENSG00000163468.8"	6
"936"	"ANO6"	"ENSG00000177119.11"	113
"937"	"ZNF511"	"ENSG00000198546.9"	6
"938"	"EML4"	"ENSG00000143924.14"	13
"939"	"RP5-874C20.3"	"ENSG00000197062.6"	123
"940"	"DCLK1"	"ENSG00000133083.10"	131
"941"	"ACAP2"	"ENSG00000114331.8"	121
"942"	"RHBDF1"	"ENSG00000007384.10"	5
"943"	"ALS2CL"	"ENSG00000178038.12"	12
"944"	"MRPL24"	"ENSG00000143314.8"	3
"945"	"FAM104A"	"ENSG00000133193.8"	122
"946"	"MBD2"	"ENSG00000134046.7"	118
"947"	"ADRM1"	"ENSG00000130706.8"	4
"948"	"CTIF"	"ENSG00000134030.9"	4
"949"	"IFIT5"	"ENSG00000152778.7"	118
"950"	"PTPN3"	"ENSG00000070159.7"	23
"951"	"KLC1"	"ENSG00000126214.15"	23
"952"	"EXD2"	"ENSG00000081177.13"	117
"953"	"C14orf126"	"ENSG00000129480.8"	118
"954"	"CTB-50L17.10"	"ENSG00000167674.9"	4
"955"	"GSTK1"	"ENSG00000197448.9"	106
"956"	"RNU1-5"	"ENSG00000206737.1"	124
"957"	"GAD2"	"ENSG00000136750.7"	14
"958"	"NGFRAP1"	"ENSG00000166681.9"	139
"959"	"ZFPL1"	"ENSG00000162300.6"	3
"960"	"FAM163B"	"ENSG00000196990.4"	23
"961"	"NRBP2"	"ENSG00000185189.11"	106
"962"	"SMARCA5"	"ENSG00000153147.5"	121
"963"	"NPIPL2"	"ENSG00000196436.6"	8
"964"	"NFU1"	"ENSG00000169599.8"	143
"965"	"MADCAM1"	"ENSG00000099866.9"	1
"966"	"FBXO33"	"ENSG00000165355.7"	17
"967"	"MORC2"	"ENSG00000133422.7"	6
"968"	"UBTD2"	"ENSG00000168246.5"	118
"969"	"ANK1"	"ENSG00000029534.15"	12
"970"	"SSX2IP"	"ENSG00000117155.11"	21
"971"	"TBC1D9"	"ENSG00000109436.7"	23
"972"	"ZNF776"	"ENSG00000152443.8"	118
"973"	"FBXO3"	"ENSG00000110429.9"	125
"974"	"SNRPA1"	"ENSG00000131876.12"	14
"975"	"POLR2H"	"ENSG00000163882.5"	6
"976"	"MAG"	"ENSG00000105695.9"	110
"977"	"ASAH2B"	"ENSG00000204147.5"	13
"978"	"TSPAN5"	"ENSG00000168785.3"	22
"979"	"HSPA5"	"ENSG00000044574.7"	117
"980"	"LTA4H"	"ENSG00000111144.5"	126
"981"	"CDC25B"	"ENSG00000101224.13"	6
"982"	"GAD1"	"ENSG00000128683.8"	23
"983"	"IFRD1"	"ENSG00000006652.9"	114
"984"	"CNPY4"	"ENSG00000166997.3"	2
"985"	"TMEM41A"	"ENSG00000163900.6"	5
"986"	"ZNF785"	"ENSG00000197162.8"	4
"987"	"ERV3-1"	"ENSG00000213462.4"	9
"988"	"TEAD4"	"ENSG00000197905.4"	234
"989"	"LPHN1"	"ENSG00000072071.12"	18
"990"	"TSPY26P"	"ENSG00000235217.5"	18
"991"	"TRIP12"	"ENSG00000153827.8"	121
"992"	"CDR2L"	"ENSG00000109089.7"	110
"993"	"EIF3D"	"ENSG00000100353.13"	2
"994"	"LOH12CR1"	"ENSG00000165714.6"	122
"995"	"CEP70"	"ENSG00000114107.4"	114
"996"	"FOXRED1"	"ENSG00000110074.6"	13
"997"	"SKP1"	"ENSG00000113558.12"	123
"998"	"CUX2"	"ENSG00000111249.8"	16
"999"	"GGPS1"	"ENSG00000152904.7"	22
"1000"	"KCTD6"	"ENSG00000168301.8"	117
"1001"	"THAP8"	"ENSG00000161277.7"	67
"1002"	"CARS"	"ENSG00000110619.12"	23
"1003"	"MRPS12"	"ENSG00000128626.6"	18
"1004"	"ZNF148"	"ENSG00000163848.14"	9
"1005"	"TRIM7"	"ENSG00000146054.13"	3
"1006"	"RP11-294K24.4"	"ENSG00000260800.1"	108
"1007"	"PLK2"	"ENSG00000145632.10"	23
"1008"	"TPPP3"	"ENSG00000159713.6"	106
"1009"	"GON4L"	"ENSG00000116580.13"	2
"1010"	"WBP2"	"ENSG00000132471.7"	13
"1011"	"LINC00672"	"ENSG00000263874.1"	12
"1012"	"KIF27"	"ENSG00000165115.9"	6
"1013"	"MCAT"	"ENSG00000100294.7"	12
"1014"	"CACNA2D1"	"ENSG00000153956.11"	21
"1015"	"RP11-293A21.1"	"ENSG00000240005.1"	5
"1016"	"HHATL"	"ENSG00000010282.10"	2
"1017"	"PET117"	"ENSG00000232838.2"	14
"1018"	"UBR7"	"ENSG00000012963.9"	117
"1019"	"DESI1"	"ENSG00000100418.7"	119
"1020"	"ACTA2"	"ENSG00000107796.8"	113
"1021"	"CX3CR1"	"ENSG00000168329.9"	116
